
Date,Name,Tags,URL,Description
2016-12-31,2016 Ranked,top2016,https://boxd.it/Ttg4,

Position,Name,Year,URL,Description
1,Moonlight,2016,https://boxd.it/d6bE,
2,La La Land,2016,https://boxd.it/a5fa,
3,Manchester by the Sea,2016,https://boxd.it/b2L0,
4,Nocturnal Animals,2016,https://boxd.it/bkFu,
5,Arrival,2016,https://boxd.it/aNGk,
6,The Lobster,2015,https://boxd.it/7tnw,
7,Silence,2016,https://boxd.it/2cAo,
8,Paterson,2016,https://boxd.it/cRk2,
9,Swiss Army Man,2016,https://boxd.it/bDG2,
10,Fences,2016,https://boxd.it/dL6A,
11,My Life as a Zucchini,2016,https://boxd.it/dL2y,
12,The Witch,2015,https://boxd.it/9X0m,
13,Green Room,2015,https://boxd.it/a75m,
14,10 Cloverfield Lane,2016,https://boxd.it/aZiu,
15,The Nice Guys,2016,https://boxd.it/94Hg,
16,Moana,2016,https://boxd.it/8tfY,
17,Zootopia,2016,https://boxd.it/84xS,
18,The Founder,2016,https://boxd.it/9XwM,
19,Café Society,2016,https://boxd.it/bhEy,
20,Doctor Strange,2016,https://boxd.it/8MH8,
21,The Fundamentals of Caring,2016,https://boxd.it/aiai,
22,Don't Breathe,2016,https://boxd.it/9yzw,
23,Popstar: Never Stop Never Stopping,2016,https://boxd.it/blDa,
24,Hush,2016,https://boxd.it/d5ys,
25,The Jungle Book,2016,https://boxd.it/8wjk,
26,Deepwater Horizon,2016,https://boxd.it/9oiU,
27,Allied,2016,https://boxd.it/cP42,
28,Captain America: Civil War,2016,https://boxd.it/89Ja,
29,Deadpool,2016,https://boxd.it/9fOC,
30,Hidden Figures,2016,https://boxd.it/dgS4,
31,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,
32,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,
33,Finding Dory,2016,https://boxd.it/4aAA,
34,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,
35,Jason Bourne,2016,https://boxd.it/ayYy,
36,Sausage Party,2016,https://boxd.it/6CCe,
37,Ghostbusters,2016,https://boxd.it/Vm8,
38,Kung Fu Panda 3,2016,https://boxd.it/4uRQ,
39,Now You See Me 2,2016,https://boxd.it/99fw,
40,The Secret Life of Pets,2016,https://boxd.it/aJ5E,
41,Passengers,2016,https://boxd.it/8lFu,
42,Central Intelligence,2016,https://boxd.it/9DFE,
43,The Angry Birds Movie,2016,https://boxd.it/4PBu,
44,Ben-Hur,2016,https://boxd.it/8c24,
45,Why Him?,2016,https://boxd.it/c3Wq,
46,The Shallows,2016,https://boxd.it/aXgQ,
47,Suicide Squad,2016,https://boxd.it/9row,
48,Masterminds,2016,https://boxd.it/6mTe,
49,Bad Moms,2016,https://boxd.it/d5nk,
50,The Do-Over,2016,https://boxd.it/dA2C,
